trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,introtext.started,introspace.started,introspace.keys,introspace.rt,headtext.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,15.462875457999871,15.462875457999871,space,2.6049440840001807,,trial,001,2023-04-18_16h14.53.360,trial_crux,2022.2.5,59.64457772276973,
,,,,,,,,18.115952417000244,,,,,,,
