trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,conditions,introtext.started,space.started,space.keys,space.rt,stimulus_text.started,mouse.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,9.980585125000289,9.980585125000289,space,7.042738875000396,,,andy!!!,001,2023-04-18_17h01.20.438,crux_code,2022.2.5,59.94832466393382,
,,,,,,,,,17.074787583000216,0.01389479199951893,,,,,,,
