trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,conditions,text.started,key_resp.started,key_resp.keys,key_resp.rt,stimulus_text.started,mouse.started,stimulus_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,11.56779620799989,11.56779620799989,space,1.315414624999903,,,,aNDy,001,2023-04-18_17h07.34.936,crux_code,2022.2.5,59.91471164774232,
,,,,,,,,,12.93639712499953,0.019937416999709967,19.941697540999485,,,,,,,
