trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,conditions,text.started,key_resp.started,key_resp.keys,key_resp.rt,stimulus_text.started,mouse.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,22.428556417000436,22.428556417000436,space,4.190628041998934,,,ANDY,001,2023-04-18_17h05.25.232,crux_code,2022.2.5,60.01002179350336,
,,,,,,,,,26.671584333000283,0.01770499999929598,,,,,,,
