trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,conditions,introtext.started,introspace.started,introspace.keys,introspace.rt,stimulus.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,6.711932584000351,6.711932584000351,space,1.0750822499994683,,649925,001,2023-04-18_16h46.56.025,trial_crux,2022.2.5,60.05098316455238,
,,,,,,,,,7.830826749999687,,,,,,,
