trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,introtext.started,introspace.started,introspace.keys,introspace.rt,headtext.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,6.435611959000198,6.435611959000198,space,1.5414942500001416,,463451,001,2023-04-18_16h46.11.286,trial_crux,2022.2.5,59.97277248123836,
,,,,,,,,8.014609167000344,,,,,,,
