trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,conditions,introtext.started,space.started,space.keys,space.rt,stimulus_text.started,mouse.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,9.373707957999613,9.373707957999613,space,4.36405620900041,,,andy!!!!,001,2023-04-18_17h02.03.224,crux_code,2022.2.5,60.07147003129783,
,,,,,,,,,13.78784820799956,0.016103541999655135,,,,,,,
