trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,conditions,text.started,key_resp.started,key_resp.keys,key_resp.rt,stimulus_text.started,mouse.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,22.513403916000243,22.513403916000243,space,3.1114888340007383,,,reprah,001,2023-04-18_17h03.53.296,crux_code,2022.2.5,60.04899986372297,
,,,,,,,,,25.68044720800026,0.018860332999793172,,,,,,,
