trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,conditions,introtext.started,introspace.started,introspace.keys,introspace.rt,headtext.started,feeettext.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,7.234505207999973,7.234505207999973,space,5.085890751000079,,,754915,001,2023-04-18_16h36.42.944,trial_crux,2022.2.5,59.82307302230919,
,,,,,,,,,12.362826708000284,19.36193379100041,,,,,,,
